Name	NameEnglish	Subtype	MainCategory	Region	Description
పెనుగొండ	పెనుగొండ	MANDAL	LOCATION	South India	పెనుగొండ is a mandal in Andhra Pradesh/Telangana
పెనుమాకుల	పెనుమాకుల	MANDAL	LOCATION	South India	పెనుమాకుల is a mandal in Andhra Pradesh/Telangana
పెబ్బైర్	పెబ్బైర్	MANDAL	LOCATION	South India	పెబ్బైర్ is a mandal in Andhra Pradesh/Telangana
పెర్లి	పెర్లి	MANDAL	LOCATION	South India	పెర్లి is a mandal in Andhra Pradesh/Telangana
పొలవరం	పొలవరం	MANDAL	LOCATION	South India	పొలవరం is a mandal in Andhra Pradesh/Telangana
పోచమ్మపాలెం	పోచమ్మపాలెం	MANDAL	LOCATION	South India	పోచమ్మపాలెం is a mandal in Andhra Pradesh/Telangana
పోలవరం	పోలవరం	MANDAL	LOCATION	South India	పోలవరం is a mandal in Andhra Pradesh/Telangana
బంజారా హిల్స్	బంజారా హిల్స్	MANDAL	LOCATION	South India	బంజారా హిల్స్ is a mandal in Andhra Pradesh/Telangana
బజార్హత్నూర్	బజార్హత్నూర్	MANDAL	LOCATION	South India	బజార్హత్నూర్ is a mandal in Andhra Pradesh/Telangana
బద్వేలు	బద్వేలు	MANDAL	LOCATION	South India	బద్వేలు is a mandal in Andhra Pradesh/Telangana
బనగానపల్లె	బనగానపల్లె	MANDAL	LOCATION	South India	బనగానపల్లె is a mandal in Andhra Pradesh/Telangana
బహాదూర్పూరా	బహాదూర్పూరా	MANDAL	LOCATION	South India	బహాదూర్పూరా is a mandal in Andhra Pradesh/Telangana
బేజ్జూర్	బేజ్జూర్	MANDAL	LOCATION	South India	బేజ్జూర్ is a mandal in Andhra Pradesh/Telangana
బేలా	బేలా	MANDAL	LOCATION	South India	బేలా is a mandal in Andhra Pradesh/Telangana
బొమ్మారం	బొమ్మారం	MANDAL	LOCATION	South India	బొమ్మారం is a mandal in Andhra Pradesh/Telangana
బోథ్	బోథ్	MANDAL	LOCATION	South India	బోథ్ is a mandal in Andhra Pradesh/Telangana
బోయినపల్లి	బోయినపల్లి	MANDAL	LOCATION	South India	బోయినపల్లి is a mandal in Andhra Pradesh/Telangana
భద్రాచలం	Bhadrachalam	MANDAL	LOCATION	South India	భద్రాచలం is a mandal in Andhra Pradesh/Telangana
భీమవరం	Bhimavaram	MANDAL	LOCATION	South India	భీమవరం is a mandal in Andhra Pradesh/Telangana
భువనగిరి	భువనగిరి	MANDAL	LOCATION	South India	భువనగిరి is a mandal in Andhra Pradesh/Telangana
భూపాలపల్లి	భూపాలపల్లి	MANDAL	LOCATION	South India	భూపాలపల్లి is a mandal in Andhra Pradesh/Telangana
మothe	మothe	MANDAL	LOCATION	South India	మothe is a mandal in Andhra Pradesh/Telangana
మదనపల్లె	మదనపల్లె	MANDAL	LOCATION	South India	మదనపల్లె is a mandal in Andhra Pradesh/Telangana
మదనపూర్	మదనపూర్	MANDAL	LOCATION	South India	మదనపూర్ is a mandal in Andhra Pradesh/Telangana
మదీరa	మదీరa	MANDAL	LOCATION	South India	మదీరa is a mandal in Andhra Pradesh/Telangana
మన్చాల్	మన్చాల్	MANDAL	LOCATION	South India	మన్చాల్ is a mandal in Andhra Pradesh/Telangana
మల్కాజ్గిరి	మల్కాజ్గిరి	MANDAL	LOCATION	South India	మల్కాజ్గిరి is a mandal in Andhra Pradesh/Telangana
మహadevపూర్	మహadevపూర్	MANDAL	LOCATION	South India	మహadevపూర్ is a mandal in Andhra Pradesh/Telangana
మహబూబ్నగర్	Mahbubnagar	MANDAL	LOCATION	South India	మహబూబ్నగర్ is a mandal in Andhra Pradesh/Telangana
మాడుగుల	మాడుగుల	MANDAL	LOCATION	South India	మాడుగుల is a mandal in Andhra Pradesh/Telangana
మామడ	మామడ	MANDAL	LOCATION	South India	మామడ is a mandal in Andhra Pradesh/Telangana
మారికవలస	మారికవలస	MANDAL	LOCATION	South India	మారికవలస is a mandal in Andhra Pradesh/Telangana
మార్లపల్లి	మార్లపల్లి	MANDAL	LOCATION	South India	మార్లపల్లి is a mandal in Andhra Pradesh/Telangana
మిర్యాలగూడ	మిర్యాలగూడ	MANDAL	LOCATION	South India	మిర్యాలగూడ is a mandal in Andhra Pradesh/Telangana
ముంచింగిపుత్తి	ముంచింగిపుత్తి	MANDAL	LOCATION	South India	ముంచింగిపుత్తి is a mandal in Andhra Pradesh/Telangana
ముదిగొండ	ముదిగొండ	MANDAL	LOCATION	South India	ముదిగొండ is a mandal in Andhra Pradesh/Telangana
ముదుముల	ముదుముల	MANDAL	LOCATION	South India	ముదుముల is a mandal in Andhra Pradesh/Telangana
ముమ్మిడివరం	ముమ్మిడివరం	MANDAL	LOCATION	South India	ముమ్మిడివరం is a mandal in Andhra Pradesh/Telangana
మెద్చల్	మెద్చల్	MANDAL	LOCATION	South India	మెద్చల్ is a mandal in Andhra Pradesh/Telangana
మెలియాపుత్తి	మెలియాపుత్తి	MANDAL	LOCATION	South India	మెలియాపుత్తి is a mandal in Andhra Pradesh/Telangana
మైనావరం	మైనావరం	MANDAL	LOCATION	South India	మైనావరం is a mandal in Andhra Pradesh/Telangana
యర్రగొండపాలెం	యర్రగొండపాలెం	MANDAL	LOCATION	South India	యర్రగొండపాలెం is a mandal in Andhra Pradesh/Telangana
యాదాద్రి	యాదాద్రి	MANDAL	LOCATION	South India	యాదాద్రి is a mandal in Andhra Pradesh/Telangana
యాలమంచిలి	యాలమంచిలి	MANDAL	LOCATION	South India	యాలమంచిలి is a mandal in Andhra Pradesh/Telangana
యెమిగనూరు	యెమిగనూరు	MANDAL	LOCATION	South India	యెమిగనూరు is a mandal in Andhra Pradesh/Telangana
యెర్రగొండపాలెం	యెర్రగొండపాలెం	MANDAL	LOCATION	South India	యెర్రగొండపాలెం is a mandal in Andhra Pradesh/Telangana
యెర్రామల్లి	యెర్రామల్లి	MANDAL	LOCATION	South India	యెర్రామల్లి is a mandal in Andhra Pradesh/Telangana
రాంపురం	రాంపురం	MANDAL	LOCATION	South India	రాంపురం is a mandal in Andhra Pradesh/Telangana
రాజంపేట	రాజంపేట	MANDAL	LOCATION	South India	రాజంపేట is a mandal in Andhra Pradesh/Telangana
రాజన్నపేట	రాజన్నపేట	MANDAL	LOCATION	South India	రాజన్నపేట is a mandal in Andhra Pradesh/Telangana
రాజవొమ్మంగి	రాజవొమ్మంగి	MANDAL	LOCATION	South India	రాజవొమ్మంగి is a mandal in Andhra Pradesh/Telangana
రాజాం	రాజాం	MANDAL	LOCATION	South India	రాజాం is a mandal in Andhra Pradesh/Telangana
రాజానగరం	రాజానగరం	MANDAL	LOCATION	South India	రాజానగరం is a mandal in Andhra Pradesh/Telangana
రాజావొమ్మంగి	రాజావొమ్మంగి	MANDAL	LOCATION	South India	రాజావొమ్మంగి is a mandal in Andhra Pradesh/Telangana
రాజుపాలెం	రాజుపాలెం	MANDAL	LOCATION	South India	రాజుపాలెం is a mandal in Andhra Pradesh/Telangana
రామannapeta	రామannapeta	MANDAL	LOCATION	South India	రామannapeta is a mandal in Andhra Pradesh/Telangana
రామగుండం	రామగుండం	MANDAL	LOCATION	South India	రామగుండం is a mandal in Andhra Pradesh/Telangana
రామచంద్రపురం	రామచంద్రపురం	MANDAL	LOCATION	South India	రామచంద్రపురం is a mandal in Andhra Pradesh/Telangana
రామభద్రపురం	రామభద్రపురం	MANDAL	LOCATION	South India	రామభద్రపురం is a mandal in Andhra Pradesh/Telangana
రామాదుగ్	రామాదుగ్	MANDAL	LOCATION	South India	రామాదుగ్ is a mandal in Andhra Pradesh/Telangana
రామాపురం	రామాపురం	MANDAL	LOCATION	South India	రామాపురం is a mandal in Andhra Pradesh/Telangana
రామాయంపేట	రామాయంపేట	MANDAL	LOCATION	South India	రామాయంపేట is a mandal in Andhra Pradesh/Telangana
రావులపాలెం	రావులపాలెం	MANDAL	LOCATION	South India	రావులపాలెం is a mandal in Andhra Pradesh/Telangana
రేగొండa	రేగొండa	MANDAL	LOCATION	South India	రేగొండa is a mandal in Andhra Pradesh/Telangana
రేణuka	రేణuka	MANDAL	LOCATION	South India	రేణuka is a mandal in Andhra Pradesh/Telangana
రేపల్లి	రేపల్లి	MANDAL	LOCATION	South India	రేపల్లి is a mandal in Andhra Pradesh/Telangana
రేబెల్లి	రేబెల్లి	MANDAL	LOCATION	South India	రేబెల్లి is a mandal in Andhra Pradesh/Telangana
లక్ష్మీపూర్	లక్ష్మీపూర్	MANDAL	LOCATION	South India	లక్ష్మీపూర్ is a mandal in Andhra Pradesh/Telangana
లావెడి	లావెడి	MANDAL	LOCATION	South India	లావెడి is a mandal in Andhra Pradesh/Telangana
లింగాల	లింగాల	MANDAL	LOCATION	South India	లింగాల is a mandal in Andhra Pradesh/Telangana
వంగూరు	వంగూరు	MANDAL	LOCATION	South India	వంగూరు is a mandal in Andhra Pradesh/Telangana
వనపర్తి	వనపర్తి	MANDAL	LOCATION	South India	వనపర్తి is a mandal in Andhra Pradesh/Telangana
వాల్మీకినగరం	వాల్మీకినగరం	MANDAL	LOCATION	South India	వాల్మీకినగరం is a mandal in Andhra Pradesh/Telangana
విజయవాడ అర్బన్	విజయవాడ అర్బన్	MANDAL	LOCATION	South India	విజయవాడ అర్బన్ is a mandal in Andhra Pradesh/Telangana
విజయవాడ రూరల్	విజయవాడ రూరల్	MANDAL	LOCATION	South India	విజయవాడ రూరల్ is a mandal in Andhra Pradesh/Telangana
వినుకొండ	వినుకొండ	MANDAL	LOCATION	South India	వినుకొండ is a mandal in Andhra Pradesh/Telangana
విశాఖపట్నం అర్బన్	విశాఖపట్నం అర్బన్	MANDAL	LOCATION	South India	విశాఖపట్నం అర్బన్ is a mandal in Andhra Pradesh/Telangana
విశాఖపట్నం రూరల్	విశాఖపట్నం రూరల్	MANDAL	LOCATION	South India	విశాఖపట్నం రూరల్ is a mandal in Andhra Pradesh/Telangana
వెలుగోడు	వెలుగోడు	MANDAL	LOCATION	South India	వెలుగోడు is a mandal in Andhra Pradesh/Telangana
వేనకపల్లి	వేనకపల్లి	MANDAL	LOCATION	South India	వేనకపల్లి is a mandal in Andhra Pradesh/Telangana
వేమూరు	వేమూరు	MANDAL	LOCATION	South India	వేమూరు is a mandal in Andhra Pradesh/Telangana
వేలంచెర్ల	వేలంచెర్ల	MANDAL	LOCATION	South India	వేలంచెర్ల is a mandal in Andhra Pradesh/Telangana
వేలాయల	వేలాయల	MANDAL	LOCATION	South India	వేలాయల is a mandal in Andhra Pradesh/Telangana
వైరా	వైరా	MANDAL	LOCATION	South India	వైరా is a mandal in Andhra Pradesh/Telangana
శంషీరాబాద్	శంషీరాబాద్	MANDAL	LOCATION	South India	శంషీరాబాద్ is a mandal in Andhra Pradesh/Telangana
శయంపేట	శయంపేట	MANDAL	LOCATION	South India	శయంపేట is a mandal in Andhra Pradesh/Telangana
శాంతిపురం	శాంతిపురం	MANDAL	LOCATION	South India	శాంతిపురం is a mandal in Andhra Pradesh/Telangana
